ENTRY,DELTAG,UNCERTAINTY,CHARGE,REASON ENERGY COULD NOT BE ESTIMATED,,,,,,
C03832,-49.02,4.4566,-1,,,,,,,
C03834,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03836,9.84,6.93662,0,,,,,,,
C03837,-104.53,1.74593,0,,,,,,,
C03838,-389.45,1.4618,0,,,,,,,
C03840,-55.7,1.83716,0,,,,,,,
C03843,-117.43,6.19381,0,,,,,,,
C03844,-205.31,1.50162,0,,,,,,,
C03845,24.39,6.9232,0,,,,,,,
C03846,-113.64,0.792526,0,,,,,,,
C03847,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03848,-536.13,4.25369,0,,,,,,,
C03849,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C03850,-470.35,3.03799,-2,,,,,,,
C03851,-209.81,3.08536,-1,,,,,,,
C03852,-49.38,7.18835,0,,,,,,,
C03853,-650.54,1.28549,-2,,,,,,,
C03855,-142.91,7.14169,0,,,,,,,
C03856,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C03857,-378.54,2.63543,0,,,,,,,
C03858,-216.92,2.15888,1,,,,,,,
C03859,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C03860,-146.03,2.92331,1,,,,,,,
C03861,-55.28,3.05782,0,,,,,,,
C03862,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03864,-112.54,0.623085,0,,,,,,,
C03865,-112.54,0.623085,0,,,,,,,
C03866,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C03867,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C03868,-194.49,2.16184,0,,,,,,,
C03870,-435.83,4.51263,-1,,,,,,,
C03871,-188.45,0.496364,-1,,,,,,,
C03872,-319.66,0.671281,0,,,,,,,
C03873,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03874,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C03875,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C03878,-212.63,1.63473,0,,,,,,,
C03879,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03880,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03881,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03882,0.57,3.07165,0,,,,,,,
C03884,-68.96,1.77213,1,,,,,,,
C03885,162.81,4.65831,0,,,,,,,
C03886,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03887,85.3,3.11935,1,,,,,,,
C03888,-192.17,3.30821,-2,,,,,,,
C03889,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03890,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03892,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03893,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C03894,-292.45,0.290096,-1,,,,,,,
C03895,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03896,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03897,-529.28,3.27177,-3,,,,,,,
C03898,-529.28,3.27177,-3,,,,,,,
C03899,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03900,-37.76,1.71218,0,,,,,,,
C03901,-61.82,1.17878,-1,,,,,,,
C03903,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C03904,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03905,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03906,-392.56,1.33764,-1,,,,,,,
C03909,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C03910,0.11,7.16806,0,,,,,,,
C03912,-59.27,0.846195,-1,,,,,,,
C03914,-49.96,1.58895,-1,,,,,,,
C03915,-290.39,2.32199,0,,,,,,,
C03916,-244.16,2.65634,0,,,,,,,
C03917,-42.82,7.18123,0,,,,,,,
C03918,-131.88,1.42225,-2,,,,,,,
C03919,-70.08,1.48378,0,,,,,,,
C03920,-115.393,1.0649,-1,,,,,,,
C03921,-263.36,0.529171,-2,,,,,,,
C03922,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03924,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03925,-74.79,2.99012,-2,,,,,,,
C03926,-222.6,0.558638,-1,,,,,,,
C03927,-31.44,1.23217,0,,,,,,,
C03928,-500.334,1.68451,-1,,,,,,,
C03929,-52.82,1.41087,0,,,,,,,
C03930,-116.6,12.6366,-1,,,,,,,
C03932,-222.6,0.558638,-1,,,,,,,
C03933,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03935,-63.38,4.27344,0,,,,,,,
C03939,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C03940,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03941,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C03942,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C03943,-87.47,0.528404,1,,,,,,,
C03944,-165.03,4.98786,0,,,,,,,
C03946,-186.34,3.01155,0,,,,,,,
C03947,-258.46,1.36408,-1,,,,,,,
C03948,-246.6,1.43856,0,,,,,,,
C03949,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C03951,-306,3.24163,0,,,,,,,
C03953,-327.13,1.74597,-1,,,,,,,
C03954,8.27,2.91943,0,,,,,,,
C03955,-141.24,1.29551,0,,,,,,,
C03956,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C03957,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03958,-62.38,2.61947,0,,,,,,,
C03959,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C03960,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C03961,-203.79,0.444086,-1,,,,,,,
C03962,-181.79,2.21522,0,,,,,,,
C03963,-75.87,10.7581,0,,,,,,,
C03964,-125.78,0.906335,-1,,,,,,,
C03965,-23.56,6.87788,0,,,,,,,
C03968,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03969,-69.46,1.09694,0,,,,,,,
C03971,-694.61,5.75441,0,,,,,,,
C03972,-138.97,1.20082,-2,,,,,,,
C03974,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03975,-17.07,2.67668,0,,,,,,,
C03979,-183.91,0.504916,-1,,,,,,,
C03980,-322.12,1.21238,1,,,,,,,
C03981,-182.3,0.713695,-2,,,,,,,
C03982,-0.17,3.21574,0,,,,,,,
C03983,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C03985,6.08,0.853979,0,,,,,,,
C03986,-90.1,1.36213,-1,,,,,,,
C03987,-96.68,1.65909,-1,,,,,,,
C03989,-694.61,5.75441,0,,,,,,,
C03990,-86.31,7.1938,-1,,,,,,,
C03993,-251.01,1.78679,-1,,,,,,,
C03994,6.28,1.05493,0,,,,,,,
C03995,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C03996,-225.91,2.32893,0,,,,,,,
C03997,-342.18,1.88734,-1,,,,,,,
C03998,-302.62,2.64421,0,,,,,,,
C03999,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04000,-72.7,0.944031,0,,,,,,,
C04001,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04002,-220.66,0.765457,-3,,,,,,,
C04006,-432.46,1.44976,-1,,,,,,,
C04007,-193.33,2.95335,0,,,,,,,
C04008,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04010,-955.43,6.58065,-1,,,,,,,
C04013,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04015,-363.85,1.57573,-1,,,,,,,
C04016,-363.85,1.57573,-1,,,,,,,
C04017,-363.85,1.57573,-1,,,,,,,
C04018,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04019,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04020,-153.51,1.06139,0,,,,,,,
C04021,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04022,-65.26,2.072,0,,,,,,,
C04024,-432.58,4.41349,-1,,,,,,,
C04025,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04026,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04027,-60.71,1.16548,-1,,,,,,,
C04030,-336.06,3.26805,-1,,,,,,,
C04031,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04033,-118.529,2.36251,0,,,,,,,
C04034,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04036,-343.45,1.49265,-1,,,,,,,
C04037,-474,1.46986,-2,,,,,,,
C04039,-161.2,0.485347,-1,,,,,,,
C04042,-23.56,6.87788,0,,,,,,,
C04043,-76.14,1.07764,0,,,,,,,
C04044,-127.22,1.0816,-1,,,,,,,
C04045,-154.78,1.10119,-1,,,,,,,
C04046,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04047,-820.63,3.56957,-3,,,,,,,
C04049,-226.93,0.512415,-2,,,,,,,
C04050,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C04051,0.09,1.40872,0,,,,,,,
C04052,-244.49,0.706931,-3,,,,,,,
C04053,-210.66,0.519572,-1,,,,,,,
C04054,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C04056,-20.93,1.49895,-1,,,,,,,
C04058,-1073.7,6.09372,-5,,,,,,,
C04061,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04062,-644.96,1.42645,-2,,,,,,,
C04063,-644.96,1.42645,-2,,,,,,,
C04064,-644.96,1.42645,-2,,,,,,,
C04067,-179.17,0.969226,0,,,,,,,
C04068,-306.6,4.07776,0,,,,,,,
C04069,-306.6,4.07776,0,,,,,,,
C04070,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C04071,-228.77,1.59169,0,,,,,,,
C04072,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C04073,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04074,-187.56,2.95183,0,,,,,,,
C04075,-67.46,0.715904,0,,,,,,,
C04076,-109.81,0.412821,0,,,,,,,
C04078,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04079,-214.784,1.58384,-1,,,,,,,
C04080,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04081,1.77,1.99897,0,,,,,,,
C04083,110.13,2.80563,0,,,,,,,
C04084,3.84,6.78146,0,,,,,,,
C04087,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04088,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04089,-719.76,3.0062,-2,,,,,,,
C04090,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04091,-44.3,1.34137,0,,,,,,,
C04092,-57.53,1.33619,-1,,,,,,,
C04093,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04096,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04097,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04098,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04099,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04100,-221.8,2.68974,0,,,,,,,
C04101,-462.66,3.28771,0,,,,,,,
C04102,-269.76,2.61187,0,,,,,,,
C04103,-250.87,2.35194,-1,,,,,,,
C04104,-159.58,0.493225,-1,,,,,,,
C04105,-132.27,1.04262,-1,,,,,,,
C04106,-146.68,0.330662,-1,,,,,,,
C04108,-50.31,6.87551,0,,,,,,,
C04109,-207.86,3.30087,-2,,,,,,,
C04110,-85.26,2.03003,-1,,,,,,,
C04111,-367.23,0.74094,-1,,,,,,,
C04112,-123.67,1.07212,-2,,,,,,,
C04114,-6.98,2.03561,0,,,,,,,
C04115,-306.38,0.558832,-3,,,,,,,
C04116,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04117,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04118,-19.73,3.49275,0,,,,,,,
C04121,-576.86,2.20407,-2,,,,,,,
C04122,-257.2,0.326643,0,,,,,,,
C04124,-160.01,2.24031,0,,,,,,,
C04125,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04126,-257.2,0.326643,0,,,,,,,
C04128,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04129,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04130,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C04131,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04132,-327.13,1.74597,-1,,,,,,,
C04133,-408.63,0.744511,-2,,,,,,,
C04134,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04135,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04136,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04137,-143.24,1.82568,0,,,,,,,
C04138,-72.97,1.34751,0,,,,,,,
C04141,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04142,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04143,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04144,-327.93,3.83233,-4,,,,,,,
C04145,-214.46,4.55784,-2,,,,,,,
C04146,-242.55,4.05219,-2,,,,,,,
C04147,-376.76,3.02215,0,,,,,,,
C04148,-114.42,1.3023,-1,,,,,,,
C04149,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04150,-135.15,5.32231,-1,,,,,,,
C04152,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04153,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04154,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04155,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04156,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04157,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04158,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04159,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04160,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04161,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04164,-201.25,1.86797,0,,,,,,,
C04165,-181.79,2.21522,0,,,,,,,
C04166,-60.89,1.2797,0,,,,,,,
C04167,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C04170,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C04171,-125.71,1.18292,-1,,,,,,,
C04174,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04175,-566.78,1.19131,-2,,,,,,,
C04178,19.36,5.7523,-1,,,,,,,
C04180,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04181,-150.72,0.480015,-1,,,,,,,
C04185,-105.96,1.64152,-1,,,,,,,
C04186,-240.1,1.18137,-3,,,,,,,
C04187,-513.95,1.87565,-2,,,,,,,
C04188,-347.5,1.48865,-1,,,,,,,
C04191,-576,4.91208,2,,,,,,,
C04193,-306.6,4.07776,0,,,,,,,
C04194,-308.59,4.17917,0,,,,,,,
C04195,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04196,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04197,-192.81,2.20322,0,,,,,,,
C04198,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04199,-432.58,4.41349,-1,,,,,,,
C04201,-192.59,1.23788,-1,,,,,,,
C04202,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04203,52.76,1.47349,0,,,,,,,
C04204,-199.01,1.31372,-1,,,,,,,
C04205,-90.88,1.53004,-1,,,,,,,
C04207,-92.66,1.88025,-1,,,,,,,
C04208,-78.01,1.92297,-1,,,,,,,
C04209,-195.49,0.755669,-1,,,,,,,
C04210,-155.13,1.03566,0,,,,,,,
C04211,-50.72,1.75979,0,,,,,,,
C04212,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04213,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C04214,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04215,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04216,-270.64,3.54677,-2,,,,,,,
C04217,-326.82,2.53718,-2,,,,,,,
C04218,-383.1,3.90843,0,,,,,,,
C04219,-375.33,1.75022,0,,,,,,,
C04221,-44.3,1.34137,0,,,,,,,
C04223,-54.42,1.33109,0,,,,,,,
C04225,-223.03,0.99087,-3,,,,,,,
C04226,-96.35,1.01007,-1,,,,,,,
C04227,-48.93,0.920618,1,,,,,,,
C04229,-191.49,1.58301,-1,,,,,,,
C04230,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04232,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04233,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04234,-482.58,0.710558,-2,,,,,,,
C04235,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04236,-189.28,0.506293,-2,,,,,,,
C04237,-149.1,0.487978,-1,,,,,,,
C04239,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04242,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C04244,-36.55,2.59725,0,,,,,,,
C04245,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04246,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04247,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04248,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04249,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04250,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04251,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04252,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04253,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04255,-327.13,1.74597,-1,,,,,,,
C04256,-425.13,1.60826,-1,,,,,,,
C04257,-425.13,1.60826,-1,,,,,,,
C04258,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04259,-31.18,1.63078,0,,,,,,,
C04260,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C04261,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04262,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04264,-62.53,1.71336,-1,,,,,,,
C04265,-391.53,3.32082,0,,,,,,,
C04266,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04268,-651.64,2.91691,-1,,,,,,,
C04269,-680.33,2.86294,-2,,,,,,,
C04271,-77.26,3.5804,0,,,,,,,
C04272,-161.2,0.485347,-1,,,,,,,
C04273,-153.8,5.22031,0,,,,,,,
C04274,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C04275,-362.5,3.79642,0,,,,,,,
C04276,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C04277,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C04280,-172.82,2.09175,1,,,,,,,
C04281,-99.11,0.829978,-1,,,,,,,
C04282,-100.55,1.05633,-1,,,,,,,
C04283,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04284,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C04285,-97.56,2.9928,-2,,,,,,,
C04286,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C04287,-164.54,0.999171,0,,,,,,,
C04290,-0.16,1.6536,0,,,,,,,
C04291,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C04292,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04293,-132.87,2.50401,0,,,,,,,
C04294,-7.11,1.26853,0,,,,,,,
C04295,-30,6.87511,0,,,,,,,
C04297,-627.53,2.87035,-2,,,,,,,
C04298,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C04299,-368.04,2.27098,-1,,,,,,,
C04300,-225.24,4.64004,-1,,,,,,,
C04301,-161.55,1.03146,-1,,,,,,,
C04302,-393.15,1.64507,-2,,,,,,,
C04303,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C04305,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C04307,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C04308,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
