ENTRY,DELTAG,UNCERTAINTY,REASON ENERGY COULD NOT BE ESTIMATED
R00001,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R05582,2.3,1.11438,
R05583,Not calculated,Not calculated,Involves unknown structures
R05584,Not calculated,Not calculated,Involves unknown structures
R05585,Not calculated,Not calculated,Charge imbalanced
R05586,-7.056,1.08737,
R05587,-5.246,1.09265,
R05588,0,2,
R05590,-4.723,0.88056,
R05591,0.254,5.05351,
R05592,-15.303,1.25024,
R05593,-13.503,1.10907,
R05594,-5.696,1.50219,
R05595,-2.163,0.767366,
R05596,4.977,4.97882,
R05597,11.107,0.944721,
R05598,-14.21,1.13093,
R05599,3.217,0.898038,
R05600,6.257,0.852639,
R05601,-2.163,0.767366,
R05602,6.257,0.852639,
R05603,-2.217,0.989551,
R05604,3.81,1.6395,
R05605,0.75,0.292867,
R05606,-8.167,0.693353,
R05607,2.01,1.70129,
R05608,-8.167,0.693353,
R05609,4.79,0.746806,
R05610,4.82,0.419,
R05611,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05612,-13,0.667887,
R05613,-13,0.667887,
R05614,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05615,-16.91,0.638982,
R05616,-16.91,0.638982,
R05617,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R05618,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05619,Not calculated,Not calculated,Involves unknown structures
R05620,-2.486,1.23168,
R05621,-71.6797,2.12749,
R05622,-71.6797,2.12749,
R05623,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05624,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05625,Not calculated,Not calculated,Involves unknown structures
R05626,-4.5,0.23673,
R05627,-6.817,0.717554,
R05628,0,2,
R05629,0,2,
R05630,0,2,
R05631,-1.7,0.632032,
R05632,-95.9267,1.38919,
R05633,1.07,0.746895,
R05634,-4.5,0.23673,
R05635,-0.503,1.01133,
R05636,-8.11,0.601657,
R05637,26.77,2.2556,
R05639,10.3,1.58855,
R05640,-294.457,5.24754,
R05641,12.06,1.24799,
R05642,10.98,1.88595,
R05643,-9.803,1.17612,
R05644,1.07,0.746895,
R05645,-0.86,1.49358,
R05646,-4.5,0.23673,
R05647,-2.317,0.735634,
R05648,1.857,0.835819,
R05649,-9.803,1.17612,
R05650,-82.5507,2.67784,
R05651,-3.7635,1.07112,
R05652,-1,0.351998,
R05653,-59.7087,5.26706,
R05654,-71.0577,3.75672,
R05655,-99.5067,1.57362,
R05656,-28.449,3.37638,
R05657,Not calculated,Not calculated,Involves unknown structures
R05658,0.367,2.48489,
R05659,-7.087,1.28335,
R05660,-11.643,1.43917,
R05661,-4.5,0.23673,
R05662,-1.7,0.632032,
R05663,-9.803,1.17612,
R05664,-9.803,1.17612,
R05665,-70.4597,1.99926,
R05666,Not calculated,Not calculated,Atoms imbalanced
R05668,2.3,1.11438,
R05669,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05670,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R05671,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05672,-5.294,1.25997,
R05673,-14.2,2.26382,
R05674,-8.76,2.51295,
R05675,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced
R05676,-4.36,2.22091,
R05677,-2.003,0.984391,
R05678,3.76,1.07969,
R05679,3.76,1.07969,
R05680,3.76,1.07969,
R05681,3.76,1.07969,
R05682,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05683,3.76,1.07969,
R05684,3.76,1.07969,
R05685,5.22,1.06983,
R05686,5.22,1.06983,
R05687,2.3,1.11438,
R05688,5.18,1.1235,
R05689,3.76,1.07969,
R05690,3.76,1.07969,
R05691,2.3,1.11438,
R05692,2.3,1.11438,
R05693,6.22,1.09509,
R05694,6.22,1.09509,
R05695,Not calculated,Not calculated,Charge imbalanced
R05696,-26.4897,0.741944,
R05697,Not calculated,Not calculated,Charge imbalanced
R05698,-28.8097,1.69651,
R05699,-9.803,1.17612,
R05700,-9.803,1.17612,
R05701,-9.803,1.17612,
R05702,17.54,1.15714,
R05703,17.54,1.15714,
R05704,Not calculated,Not calculated,Involves unknown structures
R05705,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05706,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05707,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05708,Not calculated,Not calculated,Involves unknown structures
R05711,Not calculated,Not calculated,Charge imbalanced
R05712,Not calculated,Not calculated,Involves unknown structures
R05713,5.624,1.51936,
R05714,2.918,2.03765,
R05715,2.918,2.03765,
R05716,2.918,2.03765,
R05717,8.972,1.95841,
R05718,-65.1597,0.680777,
R05719,-112.236,1.85738,
R05720,-113.476,1.93976,
R05721,Not calculated,Not calculated,Involves groups with unknown energies
R05722,-108.28,0.782868,
R05723,-121.917,1.01059,
R05724,Not calculated,Not calculated,Charge imbalanced
R05725,Not calculated,Not calculated,Charge imbalanced
R05727,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05728,-128.974,6.05288,
R05729,-93.8767,2.39396,
R05730,-93.8767,2.39396,
R05731,-294.457,5.24754,
R05732,-95.8267,1.31456,
R05733,-103.554,1.54743,
R05734,Not calculated,Not calculated,Charge imbalanced
R05735,-5.914,1.61983,
R05736,-92.5767,1.27653,
R05737,-103.554,1.54743,
R05738,-118.577,1.27799,
R05739,Not calculated,Not calculated,Involves unknown structures
R05740,Not calculated,Not calculated,Involves unknown structures
R05741,Not calculated,Not calculated,Involves unknown structures
R05742,Not calculated,Not calculated,Involves unknown structures
R05743,Not calculated,Not calculated,Involves unknown structures
R05744,Not calculated,Not calculated,Involves unknown structures
R05745,Not calculated,Not calculated,Involves unknown structures
R05746,Not calculated,Not calculated,Involves groups with unknown energies
R05747,Not calculated,Not calculated,Involves unknown structures
R05748,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R05749,-13.767,1.58486,
R05750,-13.767,1.58486,
R05751,Not calculated,Not calculated,Involves unknown structures
R05752,Not calculated,Not calculated,Involves unknown structures
R05753,Not calculated,Not calculated,Involves unknown structures
R05754,-3.53,2.40602,
R05755,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05756,Not calculated,Not calculated,Involves unknown structures|Involves compounds with unlabeded atoms
R05757,-4.36,2.22091,
R05758,-5.7,0.686677,
R05759,-5.33,2.22272,
R05760,Not calculated,Not calculated,Charge imbalanced
R05761,11.106,2.08661,
R05762,11.106,2.08661,
R05763,-5.33,2.22272,
R05764,-5.33,2.22272,
R05765,Not calculated,Not calculated,Involves groups with unknown energies
R05766,Not calculated,Not calculated,Involves groups with unknown energies
R05767,-0.796,0.676477,
R05768,-1.7,0.632032,
R05769,-1.7,0.632032,
R05771,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05772,2.657,0.874306,
R05773,-0.8,0.378643,
R05774,-4.09,0.595908,
R05775,-12.7895,1.02935,
R05776,-16.73,2.21495,
R05777,Not calculated,Not calculated,Involves unknown structures
R05778,-108.28,0.782868,
R05779,-6.817,0.717554,
R05780,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05781,0.397,1.26729,
R05782,1.487,1.23776,
R05783,-4.723,0.88056,
R05784,9.187,3.68395,
R05788,-3.113,0.692797,
R05789,-2.317,0.735634,
R05790,-2.317,0.735634,
R05791,-2.317,0.735634,
R05792,-4.286,1.35097,
R05793,Not calculated,Not calculated,Involves unknown structures
R05794,-4.5,0.23673,
R05795,-4.5,0.23673,
R05796,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R05797,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R05798,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05799,0,2,
R05800,-4.5,0.23673,
R05801,-4.5,0.23673,
R05802,-4.5,0.23673,
R05803,-4.5,0.23673,
R05804,-4.5,0.23673,
R05805,-4.5,0.23673,
R05806,-4.5,0.23673,
R05807,Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms
R05808,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05809,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05810,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05811,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05812,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05813,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05814,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05815,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05816,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05817,Not calculated,Not calculated,Involves unknown structures
R05818,Not calculated,Not calculated,Involves unknown structures
R05819,Not calculated,Not calculated,Involves unknown structures
R05820,-13.89,0.947877,
R05821,Not calculated,Not calculated,Atoms imbalanced
R05822,Not calculated,Not calculated,Charge imbalanced
R05823,3.76,1.07969,
R05824,11.45,2.29119,
R05825,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05826,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05827,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05828,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05829,Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms
R05830,-6.058,6.67557,
R05831,3.81,1.6395,
R05832,-96.1867,1.35632,
R05833,-85.3737,2.27436,
R05834,-5.33,2.22272,
R05835,-0.463,0.848213,
R05836,Not calculated,Not calculated,Charge imbalanced
R05838,-31.658,2.04189,
R05839,-2.55,0.426032,
R05840,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05841,-5.294,1.25997,
R05842,-7.233,1.95846,
R05843,-70.6907,2.90491,
R05844,10.18,1.33594,
R05845,-11.867,1.75343,
R05846,-24.65,3.2792,
R05847,-15.12,1.53229,
R05848,-15.12,1.53229,
R05849,Not calculated,Not calculated,Charge imbalanced
R05850,0,2,
R05852,Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms
R05853,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R05854,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R05855,-95.8267,1.31456,
R05856,-1.893,1.42536,
R05857,-110.08,0.830319,
R05858,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05859,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R05860,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R05861,-23.0227,1.06194,
R05862,-20.6927,1.37476,
R05863,-21.0427,1.29093,
R05864,-8.663,1.13385,
R05865,-7.693,0.893474,
R05866,-90.2667,2.69604,
R05867,Not calculated,Not calculated,Atoms imbalanced
R05868,Not calculated,Not calculated,Atoms imbalanced
R05869,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05870,-3.614,1.17862,
R05871,Not calculated,Not calculated,Atoms imbalanced
R05872,Not calculated,Not calculated,Atoms imbalanced
R05873,-24.65,3.2792,
R05874,-15.12,1.53229,
R05875,Not calculated,Not calculated,Involves unknown structures
R05876,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05877,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05878,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05879,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05880,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05881,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05882,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R05883,-46.109,3.10804,
R05884,-16.857,1.23119,
R05885,-4.36,2.22091,
R05886,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05887,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05888,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05889,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05890,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05891,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05892,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05893,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05894,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05895,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R05896,Not calculated,Not calculated,Atoms imbalanced
R05897,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05898,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R05899,Not calculated,Not calculated,Atoms imbalanced
R05900,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R05901,Not calculated,Not calculated,Involves unknown structures
R05902,Not calculated,Not calculated,Involves unknown structures
R05903,Not calculated,Not calculated,Involves unknown structures
R05904,Not calculated,Not calculated,Involves unknown structures
R05905,Not calculated,Not calculated,Involves unknown structures
R05906,Not calculated,Not calculated,Involves unknown structures
R05907,Not calculated,Not calculated,Involves unknown structures
R05908,Not calculated,Not calculated,Involves unknown structures
R05909,Not calculated,Not calculated,Involves unknown structures
R05910,Not calculated,Not calculated,Involves unknown structures
R05911,Not calculated,Not calculated,Involves unknown structures
R05912,Not calculated,Not calculated,Involves unknown structures
R05913,Not calculated,Not calculated,Involves unknown structures
R05914,Not calculated,Not calculated,Involves unknown structures
R05915,Not calculated,Not calculated,Involves unknown structures
R05916,Not calculated,Not calculated,Involves unknown structures
R05917,Not calculated,Not calculated,Involves unknown structures
R05918,Not calculated,Not calculated,Involves unknown structures
R05919,Not calculated,Not calculated,Involves unknown structures
R05920,Not calculated,Not calculated,Involves unknown structures
R05921,Not calculated,Not calculated,Involves unknown structures
R05922,Not calculated,Not calculated,Involves unknown structures
R05923,Not calculated,Not calculated,Involves unknown structures
R05924,Not calculated,Not calculated,Involves unknown structures
R05925,Not calculated,Not calculated,Involves unknown structures
R05926,Not calculated,Not calculated,Involves unknown structures
R05927,Not calculated,Not calculated,Involves unknown structures
R05928,Not calculated,Not calculated,Involves unknown structures
R05929,Not calculated,Not calculated,Involves unknown structures
R05930,Not calculated,Not calculated,Involves unknown structures
R05931,Not calculated,Not calculated,Involves unknown structures
R05932,Not calculated,Not calculated,Involves unknown structures
R05933,Not calculated,Not calculated,Involves unknown structures
R05934,Not calculated,Not calculated,Involves unknown structures
R05935,Not calculated,Not calculated,Involves unknown structures
R05936,Not calculated,Not calculated,Involves unknown structures
R05937,Not calculated,Not calculated,Involves unknown structures
R05938,Not calculated,Not calculated,Involves unknown structures
R05939,Not calculated,Not calculated,Involves unknown structures
R05940,Not calculated,Not calculated,Involves unknown structures
R05941,Not calculated,Not calculated,Involves unknown structures
R05942,Not calculated,Not calculated,Involves unknown structures
R05943,Not calculated,Not calculated,Involves unknown structures
R05944,Not calculated,Not calculated,Involves unknown structures
R05945,Not calculated,Not calculated,Involves unknown structures
R05946,Not calculated,Not calculated,Involves unknown structures
R05947,Not calculated,Not calculated,Involves unknown structures
R05948,Not calculated,Not calculated,Involves unknown structures
R05949,Not calculated,Not calculated,Involves unknown structures
R05950,Not calculated,Not calculated,Involves unknown structures
R05951,Not calculated,Not calculated,Involves unknown structures
R05952,Not calculated,Not calculated,Involves unknown structures
R05953,Not calculated,Not calculated,Involves unknown structures
R05954,Not calculated,Not calculated,Involves unknown structures
R05955,Not calculated,Not calculated,Involves unknown structures
R05956,Not calculated,Not calculated,Involves unknown structures
R05957,Not calculated,Not calculated,Involves unknown structures
R05958,Not calculated,Not calculated,Involves unknown structures
R05959,Not calculated,Not calculated,Involves unknown structures
R05960,Not calculated,Not calculated,Involves unknown structures
R05961,Not calculated,Not calculated,Involves unknown structures
R05962,Not calculated,Not calculated,Involves unknown structures
R05963,Not calculated,Not calculated,Involves unknown structures
R05964,Not calculated,Not calculated,Involves unknown structures
R05965,Not calculated,Not calculated,Involves unknown structures
